23252,0
24735,0
105537,0
206885,0
11131,0
133605,0
167652,0
55286,0
193805,0
138820,0
204145,0
85611,0
189402,0
214058,0
144920,0
49657,0
130033,0
64544,0
124448,0
123160,0
204216,0
66751,0
219345,0
168221,0
156466,0
78044,0
221372,0
7958,0
198922,0
164469,0
30088,0
88926,0
113875,0
90108,0
13075,0
139823,0
169494,0
187227,0
173131,0
116794,0
47628,0
59202,0
67243,0
154146,0
194219,0
63119,0
136514,0
37071,0
17068,0
115205,0
170661,0
223967,0
146456,0
111901,0
107426,0
28297,0
179039,0
163547,0
79728,0
36093,0
197176,0
59467,0
148270,0
169990,0
57229,0
11100,0
177161,0
186003,0
5512,0
95433,0
1812,0
12274,0
96104,0
85797,0
64499,0
116022,0
47064,0
219173,0
42684,0
65514,0
583,0
214239,0
22350,0
179118,0
76311,0
199040,0
65629,0
180854,0
220000,0
224473,0
37101,0
205980,0
41642,0
2137,0
121639,0
37883,0
196351,0
115319,0
151045,0
173630,0
109070,0
166993,0
203407,0
87294,0
62319,0
38040,0
154359,0
216846,0
139780,0
179422,0
218485,0
31920,0
195449,0
64208,0
98918,0
11666,0
151740,0
86299,0
102316,0
89781,0
52387,0
113540,0
97124,0
93470,0
185718,0
108510,0
80926,0
198441,0
186958,0
38654,0
43063,0
92870,0
46624,0
27360,0
115793,0
21222,0
105697,0
103534,0
135783,0
190038,0
9578,0
22595,0
175887,0
110915,0
172358,0
212814,0
44994,0
86756,0
147994,0
45397,0
100012,1
201757,0
29961,0
86779,0
153932,0
62339,0
167047,0
201581,0
182987,0
224171,0
34760,0
31539,0
75269,0
103248,0
2832,0
163519,0
108514,0
25974,0
179953,0
20123,0
164595,0
218467,0
72378,0
90342,0
200561,0
178819,0
120420,0
105731,0
176373,0
35641,0
200485,0
131822,0
207385,0
71134,0
37818,0
142426,0
98701,0
162663,0
122667,0
13985,0
155237,0
86212,0
106962,0
40837,1
156403,0
168693,0
54358,0
84628,0
187354,0
96561,0
150290,0
149047,0
53850,0
99355,0
2702,0
12130,0
26290,0
216442,0
142761,0
3802,0
60234,0
55825,0
197973,0
215681,0
211717,0
107132,0
159821,0
109269,0
172806,0
71056,0
132134,0
122796,0
52111,0
109330,0
143835,0
62951,0
144262,0
41016,0
136008,0
47648,0
78726,0
17151,0
226612,0
220604,0
101602,0
142849,0
58925,0
14315,0
154929,0
126959,0
175359,0
206007,0
186174,0
34978,0
60541,0
1345,0
225599,0
48872,0
222357,0
47384,0
194017,0
210759,0
49263,0
190238,0
191255,0
221570,0
53237,0
173680,0
28409,0
126782,0
107680,0
211439,0
63143,0
187071,0
221932,0
122324,0
207389,0
14499,0
40813,0
11494,0
97425,0
104754,0
17647,0
200218,0
31333,0
106919,0
